X13A1 X13A2 X13A3 IC39A1 IC39A2 IC39A3 genenames
50 49 31 57 61 70 LOC124909426
64 45 42 15 17 9 LOC105374088
266 254 228 137 148 192 KLF15
88 65 94 159 128 150 CFAP100
1527 1315 1460 1621 1988 2044 ZXDC
50 27 60 65 71 61 NA
651 535 554 390 444 450 TXNRD3
947 872 944 427 581 594 CHCHD6
8223 7478 7820 8852 11333 12910 PLXNA1
727 593 577 378 581 571 TPRA1
4639 4436 5150 3544 4612 5180 MCM2
24 27 46 35 46 27 NA
2507 2225 2547 2267 2982 3314 PODXL2
280 190 250 96 150 170 ABTB1
86 110 117 39 60 49 MGLL
5491 4892 5326 5085 6307 6509 SEC61A1
3140 2992 3351 2464 2890 2980 RUVBL1
43 43 31 35 34 45 RUVBL1-AS1
402 351 401 386 484 518 EEFSEC
16 7 7 23 41 43 GATA2
48 47 37 42 48 60 NA
6379 5253 6091 3797 4626 4790 RPN1
3993 3549 3971 3195 3598 3904 RAB7A
56 71 59 63 93 81 NA
29 26 21 35 54 33 NA
177 160 243 350 421 463 ACAD9-DT
1914 1634 1772 1641 1926 2062 ACAD9
1796 1482 1533 917 1149 1189 CFAP92
1175 1017 1214 715 1016 1138 EFCC1
104 118 127 146 184 176 NA
94 107 102 102 127 139 NA
55 45 47 43 44 37 NA
45 33 44 26 39 51 RAB43
269 246 290 232 306 257 ISY1
37 42 38 27 60 40 NA
18424 16301 18777 7740 8720 8736 CNBP
190 164 159 86 134 111 LOC105374101
4042 3331 3610 2625 3048 3382 COPG1
1893 1667 1947 1274 1322 1517 HMCES
5385 4355 4783 2564 3497 3681 H1-10
1017 927 1016 828 1097 1195 NA
1753 1497 1599 1337 1487 1594 RPL32P3
44 23 33 53 42 49 NA
101 90 116 72 110 92 NA
94 54 61 31 50 53 SNORA7B
98 116 124 393 433 513 EFCAB12
3054 2511 2764 2539 3008 3192 IFT122
2161 1726 1996 1116 1213 1338 MBD4
1245 991 1016 501 652 790 PLXND1
3939 3325 3519 2527 3007 3289 TMCC1
30 15 15 25 55 43 NA
232 186 179 150 189 185 NA
1207 1125 1225 453 522 524 TMCC1-DT
30 19 17 132 184 194 NA
89 70 78 2043 2697 2931 TRH
48 42 49 29 24 32 ALG1L2
59 45 50 44 40 48 LINC02014
363 321 334 201 254 292 FAM86HP
265 165 191 106 147 125 LINC02021
126 110 119 77 86 102 COL6A6
3507 2833 3286 1926 2156 2256 PIK3R4
57 62 65 29 50 33 NA
7249 5759 6713 4728 5300 5433 ATP2C1
396 315 372 352 395 407 ASTE1
123 108 128 200 225 289 NEK11
11 14 13 31 38 41 NA
475 374 404 304 357 397 NUDT16-DT
52 32 39 34 44 39 NUDT16L2P
3452 2882 3197 2526 2865 3182 NUDT16
313 238 317 220 235 313 NA
4261 3719 4364 3248 3636 3830 MRPL3
941 666 771 788 884 906 CPNE4
4957 4483 5189 4808 5177 5551 DNAJC13
61 47 52 30 25 36 ACAD11
79 77 85 34 41 51 ACKR4
3407 2870 3342 2379 2530 2615 UBA5
611 453 508 453 514 536 NPHP3
151 135 144 336 438 452 TMEM108
23 17 18 56 62 90 NA
12175 10812 11775 7770 8404 9168 CDV3
4816 4208 4887 3913 4233 4482 TOPBP1
85 80 111 90 68 62 NA
50 47 52 47 52 46 TF
1456 1207 1431 970 1166 1115 SRPRB
1508 1125 1242 2293 2485 2672 RAB6B
4893 3800 4418 2617 2910 3060 RYK
67 55 53 48 44 40 NA
74 57 65 30 44 39 NA
2561 2393 2638 2087 2627 2902 AMOTL2
2683 2310 2805 1363 1474 1463 ANAPC13
895 747 845 803 955 972 CEP63
63 42 38 49 55 60 NA
82 58 47 73 81 74 KY
779 673 697 608 631 731 EPHB1
634 539 527 255 310 331 LOC102724019
3540 3065 3245 2382 2407 2752 PPP2R3A
5082 4184 4560 2921 3208 3299 MSL2
2946 2400 2658 1446 1573 1721 PCCB
3093 2908 3286 3648 4048 4301 STAG1
57 45 47 100 134 121 NA
101 83 63 63 73 78 STAG1-DT
768 644 665 510 624 653 NCK1-DT
636 584 622 364 512 521 SLC35G2
1701 1382 1581 741 731 743 NCK1
39 30 68 27 33 51 IL20RB
5 2 2 44 48 66 SOX14
219 152 166 114 152 156 CLDN18
1019 762 811 454 528 596 DZIP1L
973 899 958 817 983 1039 DBR1
3932 3227 3776 2261 2594 2654 ARMC8
264 168 231 193 220 270 NME9
988 935 982 1399 1668 1770 MRAS
95 90 133 140 157 167 ESYT3
53 57 52 59 98 83 NA
3012 2455 3189 1341 1416 1433 CEP70
226 210 235 302 336 357 FAIM
1700 1240 1505 937 1065 1160 PIK3CB
1560 1403 1596 909 1044 1050 MRPS22
7349 5852 6881 4309 4715 5034 COPB2
1450 1118 1275 905 1038 1143 COPB2-DT
45 40 35 35 44 40 NA
87 72 97 53 71 88 RBP2
899 781 967 1358 1628 1699 RBP1
168 119 135 162 172 223 NMNAT3
231 179 193 1635 1788 1949 CLSTN2
13074 10091 12135 4984 5184 5420 SLC25A36
67 52 52 21 29 26 NA
2305 1948 2140 728 949 1012 SPSB4
58 54 74 59 65 61 NA
2441 2023 2228 1604 1683 1818 PXYLP1
2303 2001 2327 2174 2341 2346 ZBTB38
25 23 21 38 35 55 NA
21 26 24 35 40 64 NA
2764 2359 2702 1931 1994 2103 RASA2
42 20 23 40 38 46 RASA2-IT1
2094 1796 2058 1265 1432 1337 RNF7
4272 3544 4102 3324 3977 3953 ATP1B3
96 92 112 94 129 114 NA
16 6 17 40 45 47 NA
12218 10028 11298 7493 8356 8834 TFDP2
1981 1493 1704 1114 1200 1194 GK5
4197 3428 3989 2714 2913 3143 XRN1
3681 3207 3760 2767 2995 3237 ATR
88 59 70 68 97 97 NA
402 342 347 232 274 337 PLS1
2244 1839 2059 1111 1217 1217 TRPC1
123 121 115 48 60 56 PCOLCE2
277 166 182 78 102 89 PAQR9
16264 14106 16649 8915 9305 9622 U2SURP
498 444 523 565 754 821 CHST2
117 70 74 82 84 116 SLC9A9
1922 1666 1945 3155 3575 3706 DIPK2A
1220 961 1204 625 692 702 PLOD2
223 162 165 83 113 123 PLSCR4
724 651 697 197 238 247 PLSCR1
77 53 76 2941 3358 3534 LOC112268449
1 1 1 65 69 68 LINC02010
0 2 0 53 57 68 RNU6-505P
1 2 3 89 117 117 RPL21P71
11 13 13 98 135 111 NA
896 771 921 6559 7556 8184 ZIC4
6142 5092 6082 18999 22244 23769 ZIC1
36 31 35 152 183 181 NA
6 9 12 59 39 55 NA
326 300 397 1802 2019 2054 LOC124909496
48 38 30 214 216 265 NA
2 4 6 275 310 246 LINC02032
13 14 7 125 157 178 AGTR1
2169 1741 2149 921 935 1004 GYG1
6318 4810 5622 4995 5114 5338 HLTF
1586 1416 1517 664 852 899 HPS3
175 248 309 65 79 75 CP
68 93 65 79 107 105 TM4SF1
2319 1897 2142 1357 1490 1511 WWTR1
52 52 53 59 34 58 NA
2521 2216 2665 1775 1985 1930 COMMD2
1866 1442 1787 1005 1133 1187 RNF13
14178 12173 14176 10334 11760 11941 PFN2
143 128 120 76 84 109 NA
2745 2518 2971 2468 2789 3170 TSC22D2
7103 5827 6679 3159 3399 3461 SERP1
4506 3748 4533 2272 2394 2630 EIF2A
3231 2639 3265 1765 1984 2010 SELENOT
29 19 27 25 45 38 NA
110 93 104 109 118 118 ERICH6-AS1
495 443 490 269 294 278 SIAH2
48 44 57 25 21 29 NA
1555 1140 1476 833 875 1085 MED12L
83 74 68 59 68 79 GPR171
86 91 113 76 82 105 P2RY14
21 16 21 43 43 48 IGSF10
3302 2878 3336 2475 2858 2902 MBNL1
47 52 48 52 65 91 MBNL1-AS1
32 38 44 52 75 60 TMEM14EP
1100 872 954 543 574 594 P2RY1
3470 3062 3482 2053 2488 2558 RAP2B
101 86 83 52 68 58 ARHGEF26-AS1
1282 1221 1298 999 1105 1192 ARHGEF26
5783 5146 5929 4454 4649 5050 DHX36
4 8 7 75 84 103 GPR149
160 212 226 96 89 85 MME
8134 6351 7246 4937 5316 5731 PLCH1
62 65 58 68 86 97 PLCH1-AS1
50 55 55 39 73 51 RPL6P7
165 133 163 71 97 107 NA
70 42 45 33 34 28 C3orf33
980 662 799 539 593 532 SLC33A1
10438 8983 10380 6905 7111 7679 GMPS
66 40 68 112 102 107 NA
69 57 76 26 38 52 NA
328 330 341 286 282 280 KCNAB1
8431 7124 8325 4191 4613 4792 SSR3
136 130 150 62 69 102 LINC00886
1732 1447 1723 815 853 796 TIPARP
47 49 45 40 49 40 LEKR1
773 692 738 414 441 534 LINC00881
8611 6901 8088 3695 3867 3843 CCNL1
1493 1139 1358 1395 1486 1572 VEPH1
7007 6519 7663 2841 2958 2991 PTX3
1276 861 992 806 892 929 SHOX2
2752 2361 2641 1805 1985 2080 RSRC1
1908 1603 1903 995 973 944 MLF1
2764 2331 2586 1976 2225 2125 GFM1
354 322 383 157 154 130 LXN
135 110 143 93 101 115 RARRES1
607 611 568 590 584 570 MFSD1
566 456 482 411 436 449 LOC100287290
450 339 396 288 395 414 SCHIP1
8 15 13 33 28 39 IL12A-AS1
1491 1316 1729 1193 1242 1276 IFT80
11608 10517 12646 10878 11473 12577 SMC4
2303 2030 2579 1424 1539 1451 TRIM59
7976 6877 7900 6457 6775 7117 KPNA4
9154 7091 8180 2018 2776 3030 SCARNA7
124 118 128 56 45 52 NA
185 173 182 72 70 74 NA
4242 3439 3994 4677 5093 5462 PPM1L
775 687 838 1226 1316 1386 B3GALNT1
3503 2926 3388 1724 1937 1857 NMD3
308 233 259 1114 1123 1154 SLITRK3
11 12 13 106 140 129 LINC01322
2914 2488 2959 1670 1553 1710 BCHE
459 381 447 176 176 210 ZBBX
102 75 77 127 108 137 SERPINI2
915 710 832 584 698 812 WDR49
1880 1715 1959 1079 1158 1139 PDCD10
45 42 31 31 37 43 HMGN1P8
77 82 70 119 140 129 SERPINI1
10 13 15 360 376 389 LRRC77P
3821 3125 3658 2527 2826 2884 GOLIM4
67 57 44 29 42 27 NA
728 589 680 616 747 806 NA
84 55 65 82 86 97 NA
32 30 31 37 33 43 NA
22 24 17 23 38 39 NA
31 36 33 32 42 52 RPL21P43
279 235 234 249 244 292 LINC02082
1790 1515 1695 756 861 859 MECOM
13 13 22 37 53 33 NA
29 42 38 37 45 50 NA
30 24 35 37 32 56 ACTRT3
1393 1117 1295 775 897 845 MYNN
143 156 131 116 116 140 NA
326 275 330 174 234 215 LRRC34
53 36 54 30 32 35 FHL1P1
7247 6030 7365 4949 5027 5484 SEC62
29 45 48 26 29 36 NA
20 31 26 44 47 66 GPR160
6760 5249 5877 3621 4010 4207 PHC3
2282 1883 2376 1815 1946 1960 PRKCI
4751 3657 4320 3345 3410 3211 SKIL
658 663 679 40 53 47 CLDN11
32 24 19 51 52 66 SLC7A14
1776 1716 2004 533 641 638 RPL22L1
419 359 428 196 247 225 EIF5A2
37 40 42 38 40 48 NA
3093 2802 3270 3501 3817 4554 TNIK
178 163 194 139 146 160 LOC102724479
154 115 122 81 119 121 PLD1
6565 6009 6847 4152 4690 5265 FNDC3B
106 75 98 59 71 85 NA
6 2 0 56 39 42 TNFSF10
408 312 369 146 149 162 NCEH1
10250 9217 10809 5627 5734 5855 ECT2
4171 3401 4061 2216 2347 2383 NLGN1
88 55 71 84 102 99 NA
86 59 54 91 112 112 NLGN1-AS1
40 34 38 50 68 61 NA
280 227 244 139 153 164 NAALADL2
20714 17122 19848 8674 9399 9601 TBL1XR1
88 65 81 67 84 91 NA
50 30 25 29 40 29 NA
27 20 23 20 39 39 KCNMB2
134 90 98 11 15 26 NA
1724 1533 1809 771 823 848 ZMAT3
3260 2696 3209 2203 2473 2567 PIK3CA
191 143 172 160 195 177 KCNMB3
131 107 149 95 102 135 NA
2148 1855 2102 1433 1613 1488 ZNF639
3934 3024 3686 2542 2682 2900 MFN1
373 342 354 220 253 209 NA
4189 3522 4137 2538 2806 2910 GNB4
3102 2705 3216 2104 2512 2498 ACTL6A
2392 2198 2671 1424 1608 1544 MRPL47
1366 1192 1389 607 639 630 NDUFB5
2418 2072 2249 1517 1610 1723 USP13
123 84 115 291 296 320 PEX5L
5034 3876 4584 2583 2756 2840 TTC14
82 86 92 98 113 94 CCDC39
20502 17164 20370 8689 9363 9763 FXR1
1228 1104 1378 631 675 714 DNAJC19
1980 1885 2103 5477 6447 6628 SOX2-OT
43 32 42 50 76 90 RNU6-4P
1 7 2 87 161 136 NA
31 41 32 867 1188 1161 NA
6 3 1 40 57 58 NA
0 0 2 45 61 70 RPL7AP25
154 139 165 682 905 958 NA
41 41 57 138 114 139 NA
18117 15498 17995 7904 9027 10038 SOX2
45 44 40 78 67 83 NA
74 80 91 30 41 28 LINC01994
6104 4808 5946 3052 3113 3395 ATP11B
5247 4513 5501 2854 2899 2857 DCUN1D1
48 38 33 38 58 57 NA
1447 1207 1353 826 943 1067 MCCC1
230 179 187 133 171 190 MCF2L2
2899 2560 2977 1829 2049 2172 B3GNT5
472 384 441 272 335 333 SNHG33
97 54 46 35 54 50 SNORA63D
70 50 79 28 12 19 KLHL6
6502 5097 5715 3468 3561 3912 KLHL24
5083 4203 4721 5089 5765 6106 YEATS2
96 89 99 125 174 183 NA
343 258 314 148 212 199 PARL
3544 3081 3148 2894 3308 3330 ABCC5
91 74 75 53 42 50 NA
2242 1780 2167 1394 1734 1685 EIF2B5
3802 3179 3469 3798 4660 5361 DVL3
8598 7738 8519 5788 7216 7488 AP2M1
1386 1229 1370 1087 1367 1423 ABCF3
88 50 72 38 40 58 VWA5B2
560 545 469 276 430 430 ALG3
73 70 71 75 80 135 CAMK2N2
8728 7718 8715 7406 8688 9224 PSMD2
12074 12156 13403 11433 13439 15569 EIF4G1
1156 929 954 724 927 1059 FAM131A
750 652 693 453 499 613 CLCN2
1863 1672 1842 861 1004 1061 POLR2H
167 88 124 34 41 57 CHRD
1203 896 1034 1448 1950 2243 EPHB3
49 41 45 41 55 46 NA
3290 2786 3212 2320 2666 2845 MAGEF1
319 247 265 180 188 158 LOC107986163
4145 3537 4126 2730 2995 3063 VPS8
485 456 475 1459 1669 1717 C3orf70
632 476 533 590 596 736 MAP3K13
127 99 129 33 52 45 RPL4P4
745 645 652 506 577 592 TMEM41A
2989 2466 2997 2151 2463 2517 SENP2
12034 9584 10951 6308 7134 8006 IGF2BP2
232 173 179 257 344 333 IGF2BP2-AS1
243 184 226 99 179 167 NA
14793 13851 15832 12053 13399 13835 TRA2B
1564 1405 1622 3154 3770 3919 ETV5
16 15 24 66 54 54 ETV5-AS1
82 69 83 78 82 78 CRYGS
678 574 663 651 767 700 TBCCD1
1282 1086 1252 1078 1230 1322 DNAJB11
235 216 230 118 141 169 NA
30084 23888 27649 11116 12014 12617 EIF4A2
3166 2867 3466 1969 2087 2278 RFC4
2295 1938 2180 1805 2161 2189 ST6GAL1
443 369 416 269 361 406 RPL39L
1 0 3 76 85 88 RTP1
298 231 258 916 967 1089 MASP1
965 719 826 270 291 298 BCL6
185 112 132 28 44 38 BCL6-AS1
83 42 60 20 15 29 NA
180 118 130 13 12 13 LOC105374263
47 48 42 46 53 48 NA
62 82 63 64 63 82 LPP-AS2
9437 8203 9033 3340 3760 4293 LPP
105 110 104 67 106 136 FLJ42393
60 45 47 36 60 83 NA
73 44 66 66 69 65 NA
51 47 51 20 27 23 NA
73 69 87 62 48 61 NA
121 98 115 30 36 31 TPRG1
352 314 348 127 145 140 P3H2
52 71 63 35 51 63 CLDN1
414 369 377 75 88 116 IL1RAP
2 0 1 85 95 88 GMNC
7121 5591 6580 4028 4432 4786 CCDC50
895 729 1032 364 486 476 FGF12
397 344 384 296 271 313 MB21D2
63 71 60 41 44 26 PLAAT1
60 31 51 43 56 67 ATP13A4
6278 5277 6286 3506 3785 4103 OPA1
63 48 59 43 56 48 OPA1-AS1
128 114 116 92 118 101 LOC102724808
1132 949 1054 886 1143 1171 HES1
8071 6732 7719 4728 5119 5321 ATP13A3
148 80 108 162 183 197 NA
66 65 49 37 73 67 NA
288 223 254 194 179 195 NA
730 558 667 632 856 888 TMEM44
53 31 40 46 63 51 NA
1400 1320 1555 1596 1654 1840 LSG1
78 60 83 52 51 73 FAM43A
1559 1394 1527 1386 1842 1855 XXYLT1
41 22 44 49 61 47 XXYLT1-AS2
64 50 62 58 95 79 LOC124909475
71 62 64 27 81 64 NA
5252 4456 5215 3108 3466 3376 ACAP2
119 99 88 145 135 132 NA
2337 1990 2189 1405 1443 1394 PPP1R2
163 130 151 96 134 141 NA
2123 1812 1952 2037 2222 2399 SDHAP2
62 62 48 52 56 60 MIR570
34 25 35 99 133 131 MUC20
1236 1014 1070 867 1160 1354 TNK2
63 64 72 49 53 60 NA
415 417 394 279 324 303 NA
74 46 50 40 55 52 NA
83 68 58 58 57 48 NA
1447 1179 1278 1110 1241 1375 SDHAP1
5056 4513 5040 2204 2385 2541 TFRC
99 86 107 124 171 152 SLC51A
1398 1189 1409 1036 1187 1232 PCYT1A
195 152 199 191 236 188 DYNLT2B
37 35 41 55 64 67 NA
11232 9053 10235 7437 7756 8307 UBXN7
87 69 75 46 59 52 UBXN7-AS1
3382 3063 3469 1842 2053 2166 RNF168
243 214 265 119 155 168 WDR53
1587 1401 1658 1382 1495 1526 FBXO45
1034 849 1021 787 931 981 PIGX
236 185 236 208 234 263 CEP19
9113 7589 8651 7731 8648 8680 PAK2
4464 3671 4165 3610 3904 3946 SENP5
132 114 138 107 131 141 NA
4113 3502 4083 3888 4055 4344 NCBP2
54 42 53 30 48 30 NCBP2-AS1
657 558 700 284 388 447 NCBP2AS2
126 94 135 28 37 33 PIGZ
354 264 251 86 101 93 MELTF
105 81 102 49 59 68 MELTF-AS1
5540 4922 5601 4247 4542 4849 DLG1
180 117 159 170 179 187 NA
316 305 290 264 336 338 BDH1
1599 1329 1451 1608 1738 1822 SDHAP4
152 151 165 132 128 152 NA
186 126 141 115 135 106 NA
689 638 688 835 1029 1130 RUBCN
4854 4119 4792 3677 3933 4014 FYTTD1
4677 4165 4396 3912 4512 4693 LRCH3
64 67 53 50 76 54 RPL17P18
671 634 713 776 834 862 IQCG
35093 29547 35657 10785 12519 12495 RPL35A
618 528 649 629 685 733 LMLN
58 43 48 29 39 38 FAM157A
1247 1096 1266 889 894 1047 ZNF595
210 217 204 180 227 192 NA
1562 1430 1514 1465 1641 1724 ZNF718
82 51 70 61 106 36 NA
237 214 219 173 245 194 ZNF876P
222 173 231 144 174 188 NA
104 80 80 58 74 90 NA
912 843 969 543 708 731 ZNF732
90 58 73 51 50 51 NA
5201 4429 5136 2902 3153 3377 ZNF141
56 51 50 22 36 39 NA
159 143 161 216 248 233 NA
42 34 44 42 52 48 NA
72 54 67 56 52 57 ABCA11P
69 57 57 62 64 71 NA
2893 2414 2904 1966 2102 2229 ZNF721
2493 1964 2123 1599 1917 1981 PIGG
32 17 38 76 89 98 LOC105374338
274 182 231 156 187 221 PDE6B
61 53 77 86 89 105 NA
530 390 557 192 200 223 ATP5ME
255 231 232 171 196 170 MYL5
2540 2025 2305 2004 2143 2428 PCGF3
19 16 21 33 48 51 NA
85 77 84 109 99 93 NA
2256 1715 1961 1663 1891 2128 PCGF3-AS1
76 54 90 119 130 157 CPLX1
2464 2050 2251 1751 2210 2522 GAK
334 242 271 270 366 429 TMEM175
644 541 597 353 506 564 DGKQ
64 57 63 43 62 63 SLC26A1
85 91 88 54 74 77 IDUA
1935 1775 1863 914 1255 1543 FGFRL1
83 67 79 100 175 197 SPON2
188 171 164 162 202 233 CTBP1-AS
5336 4529 4853 3910 4811 5262 CTBP1
458 414 448 492 574 639 CTBP1-DT
2380 2092 2401 2077 2524 2706 MAEA
1635 1213 1282 1135 1345 1324 UVSSA
54 52 49 28 39 48 FAM53A
1953 1901 2039 1083 1264 1316 SLBP
5702 5289 5766 4101 4834 5404 TACC3
1311 1071 1162 637 808 930 TMEM129
58 44 43 3 7 6 NA
3937 3202 3430 323 402 414 FGFR3
2139 1999 2201 1762 2317 2494 LETM1
85 63 81 35 34 43 NA
20572 17935 19933 20129 22318 23905 NSD2
1848 1635 1820 1359 1652 1856 NELFA
43 33 37 42 30 47 NA
257 252 249 191 349 435 NICOL1
1641 1447 1555 1637 2012 2305 NAT8L
375 335 417 510 519 543 HAUS3
3472 2968 3124 2020 2541 2847 MXD4
233 166 171 84 116 117 NA
4517 3896 4329 2236 2463 2599 RNF4
111 89 104 38 52 47 LOC107986250
129 99 113 107 110 122 NA
2541 2168 2441 2661 3191 3589 FAM193A
622 563 680 380 485 535 TNIP2
897 766 877 1232 1580 1816 SH3BP2
8687 7388 8081 9640 11053 12478 ADD1
45 20 20 39 65 66 NA
885 865 873 679 978 1180 MFSD10
623 566 631 588 721 810 NA
963 926 1016 817 950 1108 NOP14
354 265 316 313 410 435 GRK4
5615 4647 5209 3633 4413 4692 HTT
42 28 41 49 67 65 MSANTD1
2413 2009 2295 2918 3215 3690 RGS12
18 22 19 35 27 38 RPL7AP29
15 14 13 49 96 102 HGFAC
51 52 55 78 109 94 DOK7
3709 3224 3593 2561 3280 3459 LRPAP1
86 74 59 41 68 43 NA
77 87 62 36 54 65 FAM86EP
1561 1310 1493 717 752 801 TMEM128
72 51 46 12 18 14 NA
953 931 1191 546 602 609 LYAR
337 327 327 298 303 296 ZBTB49
295 272 254 1786 2083 2202 NSG1
1615 1570 1670 1098 1227 1342 STX18
1033 795 862 643 793 841 STX18-AS1
60 56 61 42 45 78 LINC03091
78 75 59 29 37 36 MSX1
203 225 254 279 341 347 STK32B
313 240 282 167 176 239 EVC2
1481 1234 1292 1210 1454 1591 EVC
9193 7722 8790 13606 16373 17618 CRMP1
20 24 12 21 38 38 NA
0 8 1 67 73 104 C4orf50
1014 824 916 430 591 698 WFS1
35 27 30 357 414 457 PPP2R2C
869 783 804 646 798 978 MAN2B2
69 44 62 36 44 40 NA
11013 9814 11313 7762 8943 9109 MRFAP1
152 120 150 76 84 93 LINC02482
1187 1004 1115 595 729 686 MRFAP1L2
28 22 17 30 45 52 LINC02481
4688 4121 4640 2769 3048 3211 MRFAP1L1
522 433 501 231 303 331 BLOC1S4
7454 6274 6882 5955 6096 6662 KIAA0232
67 54 52 62 62 70 NA
1810 1597 1748 1389 1677 1796 TBC1D14
98 77 92 35 60 37 NA
38 34 52 32 33 48 LOC100129931
70 80 78 109 147 142 CFAP184
829 769 895 832 944 1059 TADA2B
1156 1088 1223 754 890 936 GRPEL1
71 61 58 19 45 32 NA
212 144 134 1172 1434 1649 SORCS2
3 7 6 60 76 88 NA
3 2 1 58 62 88 PSAPL1
117 85 107 211 216 222 AFAP1-AS1
447 374 381 892 1040 1086 AFAP1
37 23 27 47 61 62 LOC124900656
136 107 111 211 256 300 ABLIM2
51 57 56 12 19 23 NA
72 33 46 29 21 34 SH3TC1
88 80 99 21 28 47 HTRA3
183 158 199 138 176 153 NA
779 620 625 626 738 745 ACOX3
790 629 783 557 699 769 TRMT44
182 140 135 33 51 49 NA
555 431 421 308 349 373 LOC105369250
245 165 169 142 166 172 NA
337 255 292 339 480 466 NA
24 20 34 45 42 42 NA
8679 8045 9134 5607 6897 7015 WDR1
86 72 87 32 39 35 NA
8594 7223 8227 5620 5765 6151 ZNF518B
88 69 63 40 43 42 NA
70 61 40 27 34 22 NA
79 49 60 126 167 134 HS3ST1
59 38 51 31 61 60 NA
2507 2051 2268 1031 1270 1347 RAB28
7938 6839 7549 4831 5084 5697 BOD1L1
28 25 13 38 43 52 LINC01085
52 54 46 43 67 87 CPEB2-DT
820 610 722 1043 1162 1220 CPEB2
82 66 80 60 79 111 C1QTNF7-AS1
80 64 64 59 69 67 C1QTNF7
2755 2279 2610 2547 3030 3227 CC2D2A
40 29 38 38 36 48 NA
6869 5500 6381 3825 4267 4263 FBXL5
87 93 85 68 87 74 NA
363 308 342 237 291 245 NA
1218 981 1188 871 826 910 FAM200B
71 75 56 30 37 33 BST1
5520 4751 5579 4209 4621 4888 PROM1
1079 892 940 704 750 806 TAPT1
493 411 430 227 281 306 TAPT1-AS1
25 31 18 71 76 71 NA
2169 1656 2002 726 771 910 LDB2
50 48 32 29 32 50 NA
1498 1392 1413 674 811 902 QDPR
1963 1952 2111 1060 1190 1179 LAP3
117 101 106 38 60 61 MED28-DT
8891 7811 8547 5175 5518 5934 MED28
216 175 146 111 117 141 FAM184B
5748 4872 5444 3188 3383 3420 DCAF16
6161 5712 6803 4142 4283 4478 NCAPG
4591 3948 4734 2960 3111 3220 LCORL
48 56 60 45 45 59 KRT18P63
3555 3187 3684 11316 12989 14457 SLIT2
18 8 5 53 66 69 NA
20 30 27 101 114 163 SLIT2-IT1
24 30 24 69 140 115 NA
1213 1037 1156 910 1150 1170 PACRGL
57 44 53 79 80 95 KCNIP4
8 5 2 46 72 70 KCNIP4-IT1
7061 6003 6708 5071 5601 6184 ADGRA3
318 234 288 265 249 257 PPARGC1A
97 68 71 34 30 28 NA
16200 14128 16388 9823 10737 11034 DHX15
62 62 51 64 71 66 MIR573
38 31 46 38 66 58 RN7SL16P
751 692 739 812 950 1019 CCDC149
30 35 29 46 52 65 LOC102723675
877 859 883 1639 1748 1879 LGI2
1963 1566 1807 750 823 820 SEPSECS
261 183 193 141 145 151 NA
1174 1092 1254 675 770 726 PI4K2B
86 70 83 55 62 81 LOC105374535
820 672 703 464 589 623 ZCCHC4
1808 1543 1700 1331 1424 1385 ANAPC4
56 48 35 24 20 24 NA
10 16 12 39 36 62 SLC34A2
378 310 378 846 946 1000 SEL1L3
930 637 831 309 346 347 SMIM20
13008 10452 12217 7248 7629 7618 RBPJ
1137 954 1075 1002 1153 1107 TBC1D19
54 35 65 64 66 63 NA
2224 1747 2082 1707 1813 1937 STIM2
51 57 41 11 23 15 STIM2-AS1
1159 911 1016 3600 3937 4339 PCDH7
7 7 15 31 58 73 NA
689 552 716 248 260 242 ARAP2
172 124 156 0 0 0 NA
52 55 57 51 67 46 NWD2
36 31 56 220 260 256 PGCKA1
1689 1559 1677 1707 1946 2053 RELL1
1217 1073 1353 922 920 906 PGM2
5281 4489 5039 4089 4449 4801 TBC1D1
1153 887 1052 711 785 798 NA
70 89 69 49 45 57 NA
4883 4388 5001 2826 3097 3395 KLF3
153 138 148 98 105 128 NA
828 659 717 343 400 427 FAM114A1
4188 3243 3919 2011 2098 2290 KLHL5
236 185 217 146 170 161 NA
5233 3969 4644 2825 2897 3208 WDR19
8275 7107 8300 4891 5066 5329 RFC1
54 60 76 36 53 50 NA
103 108 160 77 77 78 KLB
54977 45546 53200 15779 17910 17751 RPL9
586 511 537 334 388 435 LIAS
3526 3179 3606 2805 3002 3110 UGDH
320 280 296 204 241 250 UGDH-AS1
209 157 159 137 148 145 NA
2077 1538 1684 1015 1056 1023 SMIM14
82 79 59 46 75 76 SMIM14-DT
6747 6061 7230 4449 4820 4840 UBE2K
36 23 34 41 50 46 NA
55 43 57 41 72 78 NA
44 29 24 33 67 36 RN7SL558P
51 55 44 50 74 82 NA
10041 8547 9889 9452 10131 10664 PDS5A
22 24 23 30 51 48 NA
47 23 25 21 40 39 NA
48 59 49 40 45 68 NA
7063 6290 7411 4283 4569 4890 N4BP2
182 133 180 168 166 182 NA
33 46 40 152 180 190 RHOH
36 38 49 164 216 227 RBM47
563 456 544 327 359 401 NSUN7
3906 3384 3776 3700 4033 4234 APBB2
6854 6042 7007 7033 8555 8552 UCHL1
6106 5690 6528 4167 4543 4821 LIMCH1
104 59 77 53 46 53 NA
64 68 88 50 45 50 NA
3796 3640 4240 3546 3961 3953 TMEM33
62 53 62 29 45 37 DCAF4L1
7064 6070 7120 4632 4919 4957 SLC30A9
81 57 83 75 50 71 NA
412 313 379 187 210 245 BEND4
380 343 408 276 315 328 SHISA3
2913 1984 2243 1258 1179 1311 ATP8A1
2712 2266 2674 1632 1773 2060 GUF1
